salarys	233364 - 272243	1
		
days	avg	1.0
days	max	1.0
days	min	1.0
 		
experience	noExperience	1
  		
employment	full	1
   		
schedule	fullDay	1
    		
skills	Английский язык	1
skills	B2C продажи	1
skills	Ведение переговоров	1
skills	Навыки переговоров	1
skills	Деловая переписка	1
skills	Активные продажи	1
skills	Холодные продажи	1
skills	Проведение презентаций	1
skills	Заключение договоров	1
skills	Работа в команде	1
skills	Навыки презентации	1
skills	Поиск и привлечение клиентов	1
skills	Навыки продаж	1
skills	Деловое общение	1
     		
